#gid	GOTERM_BP_FAT	GOTERM_CC_FAT	GOTERM_MF_FAT	INTERPRO	KEGG_PATHWAY
ATF3	GO:0008284~positive regulation of cell proliferation;GO:0016051~carbohydrate biosynthetic process;GO:0042127~regulation of cell proliferation;GO:0034637~cellular carbohydrate biosynthetic process	GO:0005730~nucleolus	GO:0046983~protein dimerization activity;GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	IPR004827:Basic-leucine zipper (bZIP) transcription factor;IPR000837:Fos transforming protein	NA
SIK1	GO:0051726~regulation of cell cycle	NA	NA	NA	NA
MT1E	NA	NA	GO:0046870~cadmium ion binding	IPR000006:Metallothionein, vertebrate;IPR003019:Metallothionein superfamily, eukaryotic;IPR018064:Metallothionein, vertebrate, metal binding site	NA
HAS2	NA	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	NA	IPR001173:Glycosyl transferase, family 2	NA
ARL4A	NA	GO:0005730~nucleolus	NA	NA	NA
CDKN1A	GO:0051412~response to corticosterone stimulus;GO:0009314~response to radiation;GO:0042981~regulation of apoptosis;GO:0006469~negative regulation of protein kinase activity;GO:0050865~regulation of cell activation;GO:0051174~regulation of phosphorus metabolic process;GO:0014070~response to organic cyclic substance;GO:0051338~regulation of transferase activity;GO:0008361~regulation of cell size;GO:0043065~positive regulation of apoptosis;GO:0043067~regulation of programmed cell death;GO:0033673~negative regulation of kinase activity;GO:0008284~positive regulation of cell proliferation;GO:0051726~regulation of cell cycle;GO:0008629~induction of apoptosis by intracellular signals;GO:0043066~negative regulation of apoptosis;GO:0031668~cellular response to extracellular stimulus;GO:0032535~regulation of cellular component size;GO:0008285~negative regulation of cell proliferation;GO:0009991~response to extracellular stimulus;GO:0009411~response to UV;GO:0060548~negative regulation of cell death;GO:0070482~response to oxygen levels;GO:0043069~negative regulation of programmed cell death;GO:0010033~response to organic substance;GO:0045859~regulation of protein kinase activity;GO:0051329~interphase of mitotic cell cycle;GO:0051348~negative regulation of transferase activity;GO:0022403~cell cycle phase;GO:0048545~response to steroid hormone stimulus;GO:0042325~regulation of phosphorylation;GO:0000082~G1/S transition of mitotic cell cycle;GO:0000079~regulation of cyclin-dependent protein kinase activity;GO:0051384~response to glucocorticoid stimulus;GO:0050867~positive regulation of cell activation;GO:0051325~interphase;GO:0010942~positive regulation of cell death;GO:0009725~response to hormone stimulus;GO:0048146~positive regulation of fibroblast proliferation;GO:0009628~response to abiotic stimulus;GO:0019220~regulation of phosphate metabolic process;GO:0043068~positive regulation of programmed cell death;GO:0031100~organ regeneration;GO:0031099~regeneration;GO:0010941~regulation of cell death;GO:0031960~response to corticosteroid stimulus;GO:0042493~response to drug;GO:0040008~regulation of growth;GO:0001558~regulation of cell growth;GO:0009719~response to endogenous stimulus;GO:0043549~regulation of kinase activity;GO:0042127~regulation of cell proliferation;GO:0051385~response to mineralocorticoid stimulus;GO:0002684~positive regulation of immune system process	GO:0000307~cyclin-dependent protein kinase holoenzyme complex	GO:0032403~protein complex binding	NA	hsa05220:Chronic myeloid leukemia;hsa04115:p53 signaling pathway;hsa04012:ErbB signaling pathway
GPC1	NA	GO:0005887~integral to plasma membrane;GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044459~plasma membrane part;GO:0005615~extracellular space;GO:0031226~intrinsic to plasma membrane;GO:0005886~plasma membrane;GO:0009986~cell surface;GO:0044421~extracellular region part	NA	NA	NA
MEOX2	GO:0008015~blood circulation;GO:0001944~vasculature development;GO:0003013~circulatory system process;GO:0001525~angiogenesis;GO:0048514~blood vessel morphogenesis;GO:0007517~muscle organ development;GO:0001568~blood vessel development	NA	GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	NA	NA
TFRC	GO:0010033~response to organic substance;GO:0033189~response to vitamin A;GO:0009611~response to wounding;GO:0006953~acute-phase response;GO:0001666~response to hypoxia;GO:0006952~defense response;GO:0006873~cellular ion homeostasis;GO:0002526~acute inflammatory response;GO:0055072~iron ion homeostasis;GO:0006954~inflammatory response;GO:0050801~ion homeostasis;GO:0007584~response to nutrient;GO:0030003~cellular cation homeostasis;GO:0019725~cellular homeostasis;GO:0055080~cation homeostasis;GO:0055082~cellular chemical homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0048878~chemical homeostasis;GO:0006879~cellular iron ion homeostasis;GO:0033273~response to vitamin;GO:0031667~response to nutrient levels;GO:0042592~homeostatic process;GO:0009991~response to extracellular stimulus;GO:0070482~response to oxygen levels	GO:0031982~vesicle;GO:0005887~integral to plasma membrane;GO:0031410~cytoplasmic vesicle;GO:0031988~membrane-bounded vesicle;GO:0005576~extracellular region;GO:0044459~plasma membrane part;GO:0031226~intrinsic to plasma membrane;GO:0005886~plasma membrane;GO:0016023~cytoplasmic membrane-bounded vesicle	NA	NA	hsa04640:Hematopoietic cell lineage
LRG1	NA	GO:0005576~extracellular region	NA	NA	NA
PLAUR	GO:0007599~hemostasis;GO:0007626~locomotory behavior;GO:0009611~response to wounding;GO:0042330~taxis;GO:0006935~chemotaxis;GO:0050878~regulation of body fluid levels;GO:0031099~regeneration;GO:0042060~wound healing;GO:0006928~cell motion;GO:0050817~coagulation;GO:0007596~blood coagulation	GO:0005886~plasma membrane;GO:0009986~cell surface;GO:0005576~extracellular region	NA	NA	hsa04610:Complement and coagulation cascades
NNMT	NA	NA	NA	NA	hsa00760:Nicotinate and nicotinamide metabolism
DLL4	GO:0008015~blood circulation;GO:0051271~negative regulation of cell motion;GO:0051270~regulation of cell motion;GO:0001525~angiogenesis;GO:0048514~blood vessel morphogenesis;GO:0030334~regulation of cell migration;GO:0040013~negative regulation of locomotion;GO:0030336~negative regulation of cell migration;GO:0040012~regulation of locomotion;GO:0001944~vasculature development;GO:0003013~circulatory system process;GO:0001568~blood vessel development	NA	GO:0005509~calcium ion binding	IPR013032:EGF-like region, conserved site;IPR006210:EGF-like;IPR006209:EGF;IPR001881:EGF-like calcium-binding;IPR000742:EGF-like, type 3	NA
FNDC4	NA	NA	NA	IPR008957:Fibronectin, type III-like fold;IPR003961:Fibronectin, type III	NA
NR4A2	GO:0010033~response to organic substance;GO:0045944~positive regulation of transcription from RNA polymerase II promoter;GO:0007626~locomotory behavior;GO:0042981~regulation of apoptosis;GO:0051674~localization of cell;GO:0001666~response to hypoxia;GO:0006928~cell motion;GO:0009791~post-embryonic development;GO:0043085~positive regulation of catalytic activity;GO:0043067~regulation of programmed cell death;GO:0048870~cell motility;GO:0043066~negative regulation of apoptosis;GO:0031668~cellular response to extracellular stimulus;GO:0016477~cell migration;GO:0010941~regulation of cell death;GO:0044093~positive regulation of molecular function;GO:0009719~response to endogenous stimulus;GO:0016265~death;GO:0009991~response to extracellular stimulus;GO:0070482~response to oxygen levels;GO:0060548~negative regulation of cell death;GO:0043069~negative regulation of programmed cell death	NA	GO:0046983~protein dimerization activity;GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	IPR003070:Orphan nuclear receptor	NA
NCR3LG1	NA	NA	NA	IPR013783:Immunoglobulin-like fold;IPR003599:Immunoglobulin subtype	NA
CBLB	GO:0050865~regulation of cell activation;GO:0008285~negative regulation of cell proliferation;GO:0006955~immune response;GO:0042127~regulation of cell proliferation;GO:0009968~negative regulation of signal transduction;GO:0002684~positive regulation of immune system process	NA	GO:0005509~calcium ion binding	NA	hsa05220:Chronic myeloid leukemia;hsa04012:ErbB signaling pathway
WNT9A	GO:0001501~skeletal system development;GO:0048568~embryonic organ development;GO:0045597~positive regulation of cell differentiation;GO:0051094~positive regulation of developmental process;GO:0048705~skeletal system morphogenesis	GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	NA
OR51E1	NA	GO:0005886~plasma membrane	NA	NA	NA
NKX3-1	GO:0008285~negative regulation of cell proliferation;GO:0042127~regulation of cell proliferation	NA	GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	NA	NA
CABP1	NA	GO:0005886~plasma membrane;GO:0044459~plasma membrane part	GO:0005509~calcium ion binding	NA	NA
SEMA3C	GO:0016477~cell migration;GO:0001944~vasculature development;GO:0042493~response to drug;GO:0006928~cell motion;GO:0009791~post-embryonic development;GO:0006955~immune response;GO:0048514~blood vessel morphogenesis;GO:0048870~cell motility;GO:0051674~localization of cell;GO:0001568~blood vessel development	GO:0005615~extracellular space;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	IPR013783:Immunoglobulin-like fold;IPR003599:Immunoglobulin subtype	NA
NTN1	GO:0051270~regulation of cell motion;GO:0031344~regulation of cell projection organization;GO:0022604~regulation of cell morphogenesis;GO:0030334~regulation of cell migration;GO:0051674~localization of cell;GO:0045793~positive regulation of cell size;GO:0006928~cell motion;GO:0006915~apoptosis;GO:0031346~positive regulation of cell projection organization;GO:0008361~regulation of cell size;GO:0045597~positive regulation of cell differentiation;GO:0048870~cell motility;GO:0008284~positive regulation of cell proliferation;GO:0045773~positive regulation of axon extension;GO:0012501~programmed cell death;GO:0030307~positive regulation of cell growth;GO:0045596~negative regulation of cell differentiation;GO:0040012~regulation of locomotion;GO:0016477~cell migration;GO:0032535~regulation of cellular component size;GO:0040008~regulation of growth;GO:0008219~cell death;GO:0001558~regulation of cell growth;GO:0016265~death;GO:0042127~regulation of cell proliferation;GO:0051094~positive regulation of developmental process	GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	IPR013032:EGF-like region, conserved site	NA
PTPRD	NA	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	NA	IPR008957:Fibronectin, type III-like fold;IPR003961:Fibronectin, type III;IPR013783:Immunoglobulin-like fold	NA
PERP	GO:0012501~programmed cell death;GO:0007155~cell adhesion;GO:0042981~regulation of apoptosis;GO:0043068~positive regulation of programmed cell death;GO:0010941~regulation of cell death;GO:0008219~cell death;GO:0006915~apoptosis;GO:0016265~death;GO:0043067~regulation of programmed cell death;GO:0043065~positive regulation of apoptosis;GO:0010942~positive regulation of cell death;GO:0022610~biological adhesion	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	NA	NA	hsa04115:p53 signaling pathway
PRRX2	GO:0001501~skeletal system development;GO:0008284~positive regulation of cell proliferation;GO:0001944~vasculature development;GO:0048568~embryonic organ development;GO:0042127~regulation of cell proliferation;GO:0048514~blood vessel morphogenesis;GO:0048705~skeletal system morphogenesis;GO:0001568~blood vessel development	NA	GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	NA	NA
ALDH1A3	GO:0010941~regulation of cell death;GO:0042493~response to drug;GO:0048568~embryonic organ development;GO:0043065~positive regulation of apoptosis;GO:0043067~regulation of programmed cell death;GO:0010942~positive regulation of cell death;GO:0042981~regulation of apoptosis;GO:0043068~positive regulation of programmed cell death	NA	GO:0046983~protein dimerization activity;GO:0042803~protein homodimerization activity	NA	NA
SLC25A25	NA	NA	GO:0005509~calcium ion binding	NA	NA
NR4A3	GO:0031099~regeneration;GO:0010033~response to organic substance;GO:0009725~response to hormone stimulus;GO:0045944~positive regulation of transcription from RNA polymerase II promoter;GO:0048568~embryonic organ development;GO:0009719~response to endogenous stimulus;GO:0031100~organ regeneration	NA	GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	IPR003070:Orphan nuclear receptor	NA
PPARGC1B	GO:0051384~response to glucocorticoid stimulus;GO:0010033~response to organic substance;GO:0031960~response to corticosteroid stimulus;GO:0009725~response to hormone stimulus;GO:0045944~positive regulation of transcription from RNA polymerase II promoter;GO:0051591~response to cAMP;GO:0009719~response to endogenous stimulus;GO:0048545~response to steroid hormone stimulus	NA	NA	NA	NA
SHB	GO:0012501~programmed cell death;GO:0008283~cell proliferation;GO:0001525~angiogenesis;GO:0048514~blood vessel morphogenesis;GO:0001944~vasculature development;GO:0008219~cell death;GO:0006915~apoptosis;GO:0016265~death;GO:0001568~blood vessel development	GO:0005886~plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
PECR	GO:0010941~regulation of cell death;GO:0046394~carboxylic acid biosynthetic process;GO:0043067~regulation of programmed cell death;GO:0016053~organic acid biosynthetic process;GO:0042981~regulation of apoptosis	NA	NA	NA	NA
ABL2	GO:0051353~positive regulation of oxidoreductase activity;GO:0030036~actin cytoskeleton organization;GO:0030029~actin filament-based process;GO:0007010~cytoskeleton organization;GO:0007155~cell adhesion;GO:0043085~positive regulation of catalytic activity;GO:0044093~positive regulation of molecular function;GO:0007015~actin filament organization;GO:0022610~biological adhesion	NA	NA	NA	hsa04012:ErbB signaling pathway
